,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group
184,Male,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,24-48 Month
185,Female,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,12-24 Month
186,Female,No,Yes,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0-12 Month
187,Male,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,12-24 Month
188,Male,No,No,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,0-12 Month
189,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,244.8,No,12-24 Month
190,Female,No,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,24-48 Month
191,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,24-48 Month
192,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91,531,Yes,0-12 Month
193,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.75,1375.4,No,> 60 Month
194,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,> 60 Month
195,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.3,1192.7,No,48-60 Month
196,Female,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,12-24 Month
197,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,12-24 Month
198,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,48-60 Month
199,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,> 60 Month
200,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.75,20.75,No,0-12 Month
201,Female,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,24-48 Month
202,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,12-24 Month
203,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,> 60 Month
204,Male,No,No,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,12-24 Month
205,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,24-48 Month
206,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,24-48 Month
207,Male,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,> 60 Month
208,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,0-12 Month
209,Female,No,No,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,12-24 Month
210,Male,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,> 60 Month
211,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46,84.5,Yes,0-12 Month
212,Female,No,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0-12 Month
213,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,1124.2,No,> 60 Month
214,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20,540.05,No,24-48 Month
215,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,12-24 Month
216,Female,No,Yes,No,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,48-60 Month
217,Male,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,> 60 Month
218,Male,No,Yes,No,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,> 60 Month
219,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,> 60 Month
220,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80,624.6,No,0-12 Month
221,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,0-12 Month
222,Female,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.75,1836.9,No,> 60 Month
223,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.2,20.2,No,0-12 Month
224,Male,No,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,0-12 Month
225,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.35,219.35,No,0-12 Month
226,Male,No,No,No,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,No,12-24 Month
227,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,No,24-48 Month
228,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,0-12 Month
229,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,No,24-48 Month
230,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,No,24-48 Month
231,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108,5760.65,No,48-60 Month
232,Male,No,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,No,48-60 Month
233,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,0-12 Month
234,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.25,1566.9,No,> 60 Month
235,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.15,702,No,24-48 Month
236,Male,No,No,No,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,0-12 Month
237,Female,No,No,No,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No,0-12 Month
238,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,No,12-24 Month
239,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95,1120.3,Yes,0-12 Month
240,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,284.35,No,12-24 Month
241,Female,No,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,No,> 60 Month
242,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,No,> 60 Month
243,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,No,24-48 Month
244,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,No,> 60 Month
245,Female,Yes,No,No,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,No,12-24 Month
246,Male,Yes,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,0-12 Month
247,Male,No,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65,2531.8,No,24-48 Month
248,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,12-24 Month
249,Male,No,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,0-12 Month
250,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99,4298.45,No,24-48 Month
251,Female,No,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,No,48-60 Month
252,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Yes,0-12 Month
253,Male,Yes,Yes,No,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,0-12 Month
254,Male,No,No,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,No,24-48 Month
255,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.85,193.05,No,0-12 Month
256,Female,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,No,> 60 Month
257,Female,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,No,> 60 Month
258,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,No,48-60 Month
259,Female,No,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,0-12 Month
260,Female,Yes,Yes,No,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45,1228.65,No,24-48 Month
261,Male,Yes,No,No,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,0-12 Month
262,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,Yes,12-24 Month
263,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,No,48-60 Month
264,Female,No,No,No,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,No,24-48 Month
265,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,No,24-48 Month
266,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,No,> 60 Month
267,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.9,1195.25,No,48-60 Month
268,Female,Yes,No,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105,2007.25,No,12-24 Month
269,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.35,1099.6,Yes,48-60 Month
270,Female,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),24.25,1732.95,No,> 60 Month
271,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,12-24 Month
272,Male,No,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.15,No,48-60 Month
273,Male,No,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,Yes,0-12 Month
274,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,No,12-24 Month
275,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,Yes,0-12 Month
276,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,Yes,0-12 Month
277,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,Yes,48-60 Month
278,Male,Yes,Yes,No,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,No,12-24 Month
279,Male,No,No,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55,771.95,No,12-24 Month
280,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,No,0-12 Month
281,Female,No,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,No,0-12 Month
282,Female,No,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,No,0-12 Month
283,Female,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.4,25.4,No,0-12 Month
284,Female,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,No,> 60 Month
285,Male,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes,12-24 Month
286,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76,1783.6,No,12-24 Month
287,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,No,12-24 Month
288,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70,70,Yes,0-12 Month
289,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,0-12 Month
290,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,0-12 Month
291,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,12-24 Month
292,Male,No,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,No,24-48 Month
293,Male,No,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,No,12-24 Month
294,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No,0-12 Month
295,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,220.35,No,0-12 Month
296,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,20.25,No,0-12 Month
297,Female,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,No,> 60 Month
298,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,24-48 Month
299,Male,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,24-48 Month
300,Female,No,No,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,0-12 Month
301,Male,No,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,12-24 Month
302,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,0-12 Month
303,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,0-12 Month
304,Female,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109,No,> 60 Month
305,Male,No,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No,24-48 Month
306,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.8,1229.1,No,48-60 Month
307,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,24-48 Month
308,Male,No,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,24-48 Month
309,Male,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,24-48 Month
310,Male,No,No,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,24-48 Month
311,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,0-12 Month
312,Female,No,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,12-24 Month
313,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,24-48 Month
314,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,No,0-12 Month
315,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,0-12 Month
316,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,48-60 Month
317,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),19.9,1355.1,No,> 60 Month
318,Female,No,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,24-48 Month
319,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,12-24 Month
320,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,24-48 Month
321,Female,Yes,No,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,48-60 Month
322,Female,No,Yes,Yes,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60,4264,No,> 60 Month
323,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No,0-12 Month
324,Female,No,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,0-12 Month
325,Male,No,No,No,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,> 60 Month
326,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,48-60 Month
327,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No,0-12 Month
328,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,0-12 Month
329,Female,Yes,Yes,Yes,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,No,24-48 Month
330,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,12-24 Month
331,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.85,739.35,No,24-48 Month
332,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.2,161.95,No,0-12 Month
333,Male,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No,24-48 Month
334,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,0-12 Month
335,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes,0-12 Month
336,Male,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes,> 60 Month
337,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,24-48 Month
338,Female,No,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,No,> 60 Month
339,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No,24-48 Month
340,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603,Yes,> 60 Month
341,Female,Yes,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No,24-48 Month
342,Female,No,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,> 60 Month
343,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,> 60 Month
344,Male,No,No,No,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.5,1328.15,No,> 60 Month
345,Female,No,No,Yes,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),20.25,865,No,24-48 Month
346,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No,0-12 Month
347,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,0-12 Month
348,Female,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.45,1303.5,No,> 60 Month
349,Female,No,No,No,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,12-24 Month
350,Female,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97,6430.9,No,> 60 Month
351,Male,No,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No,24-48 Month
352,Male,No,No,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No,12-24 Month
353,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,0-12 Month
354,Male,No,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,0-12 Month
355,Female,Yes,No,No,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,12-24 Month
356,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Yes,0-12 Month
357,Female,Yes,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889,No,12-24 Month
358,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,> 60 Month
359,Male,Yes,Yes,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,24-48 Month
360,Male,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,24-48 Month
361,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,83.75,No,0-12 Month
362,Female,No,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,24-48 Month
363,Male,No,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,48-60 Month
364,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.55,945.7,No,24-48 Month
365,Male,No,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,12-24 Month
366,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,0-12 Month
367,Male,No,Yes,No,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406,No,12-24 Month
368,Female,No,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.15,19.15,No,0-12 Month
